Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,One Year,Two Year,PaperlessBilling,BankTransfer,CreditCard,ECheck,MonthlyCharges,FixedCharges,Churn,sample
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,69.9,0,1,FALSE
0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75.25,60.9,0,TRUE
1,1,1,0,62,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,103.75,-49.15,1,TRUE
0,0,1,1,35,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,54.95,-7.25,0,TRUE
0,0,0,0,39,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,47.85,20.25,0,TRUE
1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,86.6,0,1,FALSE
0,1,1,0,33,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,80.6,-3.3,1,TRUE
0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,43.8,15.35,0,TRUE
0,0,1,0,56,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,80.3,16.85,0,TRUE
0,0,0,0,35,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,85.3,-68,1,FALSE
0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,70,36.1,1,FALSE
0,1,0,0,4,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,94.3,47.25,1,TRUE
1,0,0,0,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,70.3,-8.2,0,TRUE
0,0,0,0,7,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,95.35,-6.55,1,TRUE
1,1,1,0,27,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,75.5,-144.55,1,FALSE
1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69.55,6.7,0,FALSE
0,1,1,0,53,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,95.85,-63.8,0,TRUE
0,0,0,0,18,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,90.1,-9.05,1,FALSE
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.95,-18.15,1,TRUE
1,0,1,1,32,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,99.55,19.05,1,TRUE
1,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,50.15,10.4,0,TRUE
0,0,1,1,71,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,58.65,-18.9,0,FALSE
1,0,0,0,9,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,95.9,-35.65,0,TRUE
0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,49.5,0,0,TRUE
1,0,1,1,18,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,57.45,-43.25,1,TRUE
1,0,1,1,12,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,53.65,52.55,1,FALSE
1,0,1,0,71,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,80.1,-101.7,0,TRUE
1,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,40.05,2.25,0,TRUE
0,0,1,1,39,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,51.05,75.05,0,TRUE
1,0,1,0,28,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,54.35,-95.35,0,TRUE
0,1,0,0,5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,84.7,-31,0,TRUE
0,1,1,0,45,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,86.1,-13.05,0,FALSE
1,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70.35,-50.05,0,TRUE
0,1,1,0,60,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,110,68.35,0,FALSE
1,1,0,0,8,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,100.6,14.6,1,TRUE
0,0,0,0,47,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,94.9,154.95,0,FALSE
1,0,1,1,26,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,83.75,-106.9,1,TRUE
0,1,1,1,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,88.3,8.85,1,TRUE
0,0,1,1,50,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,69.75,70.2,0,TRUE
1,0,1,1,27,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,71.6,23.9,0,TRUE
0,1,0,0,8,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,92.1,-6.85,1,TRUE
0,0,1,0,71,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,81.85,113.05,0,FALSE
1,0,1,1,68,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,114.7,50.25,0,TRUE
0,0,0,0,13,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,49.15,10.45,0,FALSE
1,0,1,0,56,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,80.9,27.1,0,FALSE
1,0,1,0,38,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,79.45,-6.05,1,TRUE
1,1,0,0,14,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,90.45,-0.2,1,TRUE
0,0,1,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.2,63.7,0,TRUE
1,0,1,1,32,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,69.75,115.9,1,FALSE
0,0,0,0,8,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,54.25,13.75,0,TRUE
0,0,1,1,43,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,99.3,-59.95,0,TRUE
0,0,0,0,52,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,74,29.65,0,TRUE
1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,50.25,1.55,0,TRUE
1,1,0,0,12,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,43.65,3.15,1,TRUE
0,0,1,1,16,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,35.5,-15.3,0,TRUE
0,0,0,0,40,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,80.75,-21.35,0,TRUE
0,0,0,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,39.5,13.25,1,TRUE
1,0,1,0,40,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,97.1,-177.05,1,TRUE
0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,80,12.5,1,TRUE
0,0,0,0,10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,84.7,-14.95,1,TRUE
1,0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,89.55,6.45,1,FALSE
1,0,0,0,23,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,90.6,-140.6,1,TRUE
0,1,1,0,72,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,112.4,-45.95,0,TRUE
0,0,1,0,34,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,50.2,108.5,0,TRUE
1,0,0,0,10,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,62.25,-9.55,0,FALSE
0,0,0,0,14,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,55.7,15.35,0,TRUE
0,0,0,0,23,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,90.05,98.65,1,TRUE
1,0,1,0,24,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,89.25,68.2,0,TRUE
1,0,1,0,49,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,99.05,0.3,1,TRUE
1,1,0,0,20,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,54,-24.1,0,FALSE
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69.75,5.05,1,TRUE
0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,49.05,-7,1,FALSE
1,0,0,0,22,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,56.75,56.35,0,TRUE
1,0,0,0,7,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,98.05,26.65,1,TRUE
0,0,1,1,59,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,96.65,-121.55,0,FALSE
0,0,0,0,41,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,114.5,-167.05,1,TRUE
0,1,0,0,59,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,79.2,-82.45,0,TRUE
0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,69.55,-8.45,0,TRUE
1,1,1,0,46,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,98.85,17.8,0,TRUE
1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,80.95,9.25,1,TRUE
0,1,0,0,13,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,74.3,-25.55,1,TRUE
0,1,0,0,11,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,89.7,61,1,TRUE
1,0,0,0,32,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,87.65,-38.4,0,TRUE
1,1,1,0,17,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,100.45,-85.2,1,TRUE
0,0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,74.75,-66.65,0,FALSE
0,0,0,0,51,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,107.45,200.95,0,TRUE
1,0,0,0,29,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,75.35,58.75,0,TRUE
1,0,1,0,70,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,64.95,-23.25,0,TRUE
0,0,1,1,71,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,100.45,27.75,0,FALSE
1,0,1,1,41,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,68.5,31.45,0,TRUE
1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,80.55,0,0,TRUE
0,0,1,0,7,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,81.25,11.35,0,TRUE
1,0,1,1,25,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,90.4,-81.4,1,TRUE
1,0,1,1,67,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,89.55,38.7,0,TRUE
1,0,1,1,5,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,55.7,-19.1,0,FALSE
1,0,1,1,3,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,56.15,-0.3,1,TRUE
1,0,1,1,54,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,105.2,-42.95,0,FALSE
0,0,1,0,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,79.75,51.35,0,TRUE
0,0,0,0,63,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,97.45,113.65,0,TRUE
1,0,1,0,40,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,50.15,52.5,0,TRUE
1,0,0,0,60,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,39.6,48.5,0,TRUE
0,0,0,0,4,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,94.4,9.6,1,FALSE
0,1,0,0,71,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,89.85,-85.9,0,TRUE
0,0,1,0,37,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,78.95,-81.5,1,TRUE
1,0,1,0,32,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,98.85,-17.3,0,TRUE
1,0,0,0,39,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,53.85,100.55,0,TRUE
1,0,0,0,52,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,89.45,-73.65,0,TRUE
0,0,1,1,48,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,105.25,-54.5,0,FALSE
1,0,1,1,70,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,59.5,-20.2,0,FALSE
1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.55,82.55,0,FALSE
0,0,0,0,50,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,82.5,54.1,0,TRUE
0,0,0,0,19,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,44.85,41.4,1,TRUE
1,0,1,1,25,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,61.6,71,0,TRUE
1,0,0,0,12,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,49.05,4.45,0,TRUE
1,1,1,0,39,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,105.65,164.45,1,TRUE
1,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.65,22,1,TRUE
0,0,1,1,23,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,66.25,10.05,0,FALSE
1,1,0,0,47,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,86.05,-178.75,0,TRUE
0,0,1,0,14,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,64.7,35.2,1,TRUE
0,1,1,0,11,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,104.05,-10.9,1,TRUE
0,0,1,1,26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,81.95,-60.65,0,TRUE
0,1,1,0,72,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,114.65,79.15,0,TRUE
1,0,1,1,11,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,65.15,6.7,0,TRUE
0,0,0,1,13,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,88.95,5.4,0,TRUE
1,1,1,1,11,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,75.2,-51.9,0,FALSE
1,0,1,0,18,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,56.8,52.25,0,TRUE
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,35.55,0,1,TRUE
0,0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,75.5,-91.3,0,TRUE
1,0,0,0,29,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,35.6,40.2,0,FALSE
0,0,0,0,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,60.25,-10.25,0,TRUE
0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,95.15,6.6,1,FALSE
1,0,1,1,13,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,96.65,-93.6,1,TRUE
0,0,0,0,41,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,40.35,23.5,0,TRUE
1,0,0,0,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,54.85,-13.55,0,TRUE
0,0,1,0,52,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,64.3,67,0,TRUE
1,0,1,0,70,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,76.1,-62.75,0,TRUE
0,1,1,0,62,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,97.95,-136.35,0,FALSE
0,0,1,0,60,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,94.1,-170.1,0,TRUE
0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,80.4,-17.15,1,TRUE
0,1,1,0,23,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,95.1,138.75,0,TRUE
1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,31.35,0,1,TRUE
0,0,0,0,67,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,72.35,144.05,0,FALSE
0,0,0,0,12,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,89.75,-24.6,1,TRUE
0,1,1,0,71,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,82.7,-40.5,0,TRUE
0,0,0,0,5,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,53.8,14.95,0,TRUE
1,0,0,0,26,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,51.55,-44.9,0,TRUE
1,1,0,0,70,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,44.05,-71.85,0,TRUE
1,0,1,1,72,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,114,-114.85,0,TRUE
1,0,1,0,60,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,94.4,-53.75,1,TRUE
0,1,1,1,32,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,100.4,4.85,0,FALSE
0,0,0,0,14,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,54.25,13.7,0,TRUE
0,0,0,0,13,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,80,-10.65,0,TRUE
0,0,0,0,6,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,109.9,10.05,1,TRUE
0,0,0,0,46,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,79.2,-49.4,0,TRUE
1,0,0,0,15,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,101.35,33.7,1,TRUE
1,1,1,0,43,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,94.3,-101.75,0,FALSE
1,0,0,0,39,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,49.8,28.95,0,TRUE
1,1,0,0,21,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,60.05,-24.9,1,TRUE
1,0,0,0,57,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,53.75,132.25,0,TRUE
0,0,1,0,53,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,93.45,-80.65,0,TRUE
1,0,1,1,18,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,87.9,-81.7,0,TRUE
0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,60.15,0,1,TRUE
0,0,1,0,58,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,61.05,-62.15,0,TRUE
0,1,0,0,71,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,104.05,26,0,TRUE
0,0,0,0,35,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,99.25,58.25,0,TRUE
1,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,85.7,-0.35,0,TRUE
1,0,0,0,38,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,104.85,-97.05,0,TRUE
1,0,1,1,35,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,69.15,69.9,0,TRUE
1,0,0,0,7,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,90.45,-39.7,1,FALSE
0,0,0,0,47,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,74.45,11.15,0,TRUE
0,0,0,0,14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,50.45,59.15,0,TRUE
0,1,1,0,20,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,60,59.35,0,FALSE
1,0,1,0,66,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,85.25,-88.15,0,TRUE
0,0,1,0,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,78.9,7.65,0,FALSE
1,0,0,0,37,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,104.5,-88.5,0,FALSE
0,0,0,0,12,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,49.4,18.85,0,TRUE
1,0,1,0,53,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,94.25,-127.3,1,TRUE
1,0,1,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.55,7.95,0,TRUE
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,74.9,0,1,TRUE
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70.15,-16.25,0,TRUE
0,0,0,1,9,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,69.4,-53.15,0,FALSE
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,80.25,0,1,TRUE
1,0,1,0,56,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,93.15,37.55,0,TRUE
1,0,1,1,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,69,-23.35,1,TRUE
0,0,1,1,11,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,66.35,10.95,1,TRUE
1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,69.55,34.5,0,TRUE
1,0,0,0,19,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,86,-101.55,1,TRUE
0,0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,80.3,9.15,1,TRUE
1,0,0,0,24,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,90.55,109.35,1,TRUE
0,0,1,1,62,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,70.45,-67.45,0,FALSE
1,0,0,0,17,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,65.75,-6.55,0,TRUE
1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24.6,-31.3,0,TRUE
1,0,1,1,64,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,69.25,15.75,0,FALSE
0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,75.9,-8.45,1,TRUE
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,45.85,0,1,FALSE
0,0,1,0,16,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,49.95,11,1,TRUE
1,0,0,0,30,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,90.4,108.65,0,TRUE
0,0,1,0,49,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,100.85,-94.3,0,FALSE
1,0,1,0,61,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,75.35,132.95,0,TRUE
1,0,1,1,47,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,87.2,-80.95,0,TRUE
1,0,0,0,20,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,64.4,110.6,0,TRUE
1,0,1,1,34,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,78.3,-97.9,1,TRUE
1,0,0,1,54,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,105.85,110.75,0,TRUE
1,1,1,0,61,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,98.3,70.25,0,FALSE
1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,76.95,-2.45,1,TRUE
0,1,0,0,16,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,96.15,-9.2,1,TRUE
0,0,1,1,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,58.7,-7.5,0,TRUE
1,0,0,0,30,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,64.5,-46.55,0,TRUE
0,0,1,0,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,28.5,30.85,0,TRUE
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,45.3,0,1,TRUE
1,1,1,0,23,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,90.45,36.9,0,TRUE
0,0,1,1,45,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,105.15,-0.85,0,TRUE
0,0,1,1,24,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,83.15,37.45,0,TRUE
0,0,0,0,11,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,90.15,-3.7,1,TRUE
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45.05,0,1,TRUE
0,0,1,0,56,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,103.2,-34.85,0,TRUE
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,75.8,0,1,TRUE
0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,79.3,-31.95,1,TRUE
0,1,1,0,55,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,88.8,-78.7,0,TRUE
0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,30.9,-2.75,1,FALSE
0,0,1,1,72,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,85.9,-74.05,0,TRUE
0,1,0,0,45,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,34.2,57.6,0,TRUE
0,1,0,0,46,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,95.25,42.7,1,TRUE
1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,50.3,-7.85,0,TRUE
0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,80.15,34.25,0,TRUE
0,0,1,0,12,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,51.25,-2.9,0,TRUE
0,1,1,0,68,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,89.6,34.8,1,TRUE
1,0,1,1,69,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,95.2,102.9,0,TRUE
1,1,0,1,56,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,94.8,-44.5,0,TRUE
0,1,0,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,80.25,-17.3,0,FALSE
1,0,1,0,64,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,76.1,-51.6,0,TRUE
1,0,1,0,59,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,110.15,-50.8,1,TRUE
1,0,1,1,62,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,115.55,-5.05,0,TRUE
0,0,0,0,53,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,53.6,38.4,0,TRUE
1,1,1,0,49,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,88.2,-162.35,0,FALSE
0,0,1,1,62,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,101.15,367.05,0,TRUE
0,0,1,0,55,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,56.8,-11.95,0,TRUE
0,1,1,0,71,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,99.4,110.85,0,FALSE
1,0,1,1,36,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,60.7,49.35,0,TRUE
0,1,1,0,72,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,114.85,48.75,0,FALSE
1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,62.8,0,0,TRUE
0,0,1,0,72,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,105.5,-52,0,FALSE
1,1,1,0,7,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,89.5,50.2,1,TRUE
0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,74.1,0,0,FALSE
0,0,1,1,30,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,107.5,17.5,0,FALSE
1,0,0,0,63,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,68.8,-223.05,0,TRUE
1,1,1,0,72,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,84.45,-180.55,0,TRUE
1,0,1,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,75,32.95,1,FALSE
0,0,0,0,62,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,84.5,-45.8,0,TRUE
1,0,1,1,67,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,111.2,80.4,0,FALSE
1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,44.75,2.45,1,TRUE
