Gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,Churn,sample,FixedCharges,TenureCat.00.06,TenureCat.06.12,TenureCat.12.24,OneYearContract,TwoYearContract,BankTransfer,CreditCard,ECheck
1,1,0,0,1,1,1,0,0,0,0,0,0,1,74.7,1,TRUE,0,1,0,0,0,0,0,0,1
1,0,1,0,0,0,0,1,0,1,0,1,1,1,54.1,0,TRUE,115.7,0,0,0,0,1,1,0,0
0,1,1,1,1,0,1,0,1,1,0,0,1,1,88.45,0,FALSE,96.2,0,0,1,0,0,1,0,0
1,0,0,0,1,0,1,0,0,1,0,0,0,1,76.65,1,TRUE,10.5,0,0,1,0,0,0,0,1
1,0,1,0,1,1,0,1,1,1,1,0,1,0,80.4,0,TRUE,18.75,0,0,0,0,1,0,1,0
0,0,1,1,1,1,1,0,0,0,0,1,0,1,84.8,0,FALSE,16.7,0,0,1,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.8,1,TRUE,0,1,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,1,1,0,1,1,68.6,0,TRUE,64.45,0,0,0,1,0,0,0,1
0,0,1,0,1,1,1,0,0,0,0,1,1,0,92.6,0,TRUE,5.5,0,0,1,0,0,0,0,1
1,0,1,0,1,1,1,1,0,0,0,1,1,1,100.55,0,TRUE,-115.85,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,1,0,0,0,1,1,42.6,1,FALSE,-12.8,1,0,0,0,0,0,0,1
1,0,0,0,1,1,0,1,1,1,1,0,0,0,67.45,0,TRUE,-52.35,0,0,0,1,0,0,0,1
0,0,0,0,1,0,0,1,1,1,0,0,1,1,68.85,1,TRUE,-26.15,0,0,0,0,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,43.55,0,TRUE,-13,0,1,0,0,0,0,0,0
0,0,0,0,1,1,1,0,1,1,1,1,1,1,109.85,0,FALSE,82.4,0,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,1,0,0,1,1,0,95.4,0,TRUE,6.95,1,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,1,56.2,0,FALSE,25.6,0,0,1,0,0,0,0,1
1,0,1,1,1,0,1,0,0,1,1,0,1,0,90,1,TRUE,10.05,1,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,75.35,1,FALSE,-28.95,0,0,1,0,0,0,0,1
1,1,1,0,1,1,0,1,1,0,1,0,0,0,64.2,0,TRUE,25.6,0,1,0,0,0,0,0,1
1,0,1,1,1,0,0,1,1,1,1,1,0,1,75.75,0,FALSE,161.4,0,0,0,0,1,1,0,0
0,0,1,1,1,1,0,0,1,0,1,1,1,1,78.95,0,FALSE,45.75,0,0,0,0,1,0,0,1
1,0,0,0,1,1,1,0,1,0,0,1,1,0,100.85,1,TRUE,12.75,0,1,0,0,0,0,0,1
0,0,1,1,1,0,0,1,0,0,0,0,0,0,50.3,0,TRUE,15.9,1,0,0,0,0,0,0,1
1,0,1,1,1,0,1,0,1,1,0,0,0,1,80.3,0,TRUE,-162.55,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,0,0,0,0,0,0,69.95,1,TRUE,-19.6,1,0,0,0,0,0,0,1
1,0,1,0,1,0,0,0,0,1,0,0,0,1,50,0,TRUE,-25.1,0,0,0,0,0,0,0,0
1,0,0,0,1,1,1,0,1,1,0,1,1,1,104.75,0,TRUE,-62.75,0,0,0,0,1,1,0,0
0,0,1,0,1,1,1,0,1,1,0,1,1,1,107.5,1,TRUE,101.25,0,0,0,1,0,0,0,1
1,0,1,1,1,0,1,0,0,0,1,1,0,0,85.9,0,TRUE,51.55,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,45.85,1,TRUE,0,1,0,0,0,0,0,0,0
1,1,1,0,1,1,1,0,0,1,0,0,0,1,80.8,0,TRUE,-27.7,1,0,0,0,0,0,0,1
0,0,1,1,1,1,0,0,1,0,1,1,1,0,80.55,0,TRUE,-25.45,0,0,0,0,1,1,0,0
0,0,1,1,1,0,1,0,0,1,1,0,0,1,81.5,0,TRUE,-71.2,0,0,0,0,0,1,0,0
0,0,1,0,1,0,1,1,1,1,0,1,1,1,106.1,1,FALSE,146.45,0,0,0,1,0,1,0,0
0,0,0,0,1,0,1,0,1,0,1,1,0,0,91.7,1,FALSE,0,1,0,0,0,0,0,0,1
1,0,0,0,1,1,0,1,1,0,1,0,0,1,67.25,0,FALSE,25.3,0,1,0,0,0,0,0,1
0,0,0,0,1,1,1,0,1,1,0,0,1,1,95.6,1,TRUE,26.05,0,0,1,0,0,0,1,0
1,0,0,1,0,0,0,1,0,0,1,1,0,0,45.05,0,FALSE,33.65,0,0,0,1,0,1,0,0
1,0,0,0,1,1,1,0,0,0,0,0,0,1,74.95,1,TRUE,0,1,0,0,0,0,0,0,1
0,0,1,1,0,0,0,1,0,0,1,0,0,0,34.65,0,TRUE,4.05,0,1,0,0,0,0,0,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,69.35,0,FALSE,-15.75,1,0,0,0,0,0,0,1
1,1,0,0,1,1,1,0,0,0,0,1,1,1,95.35,1,TRUE,-55.15,0,1,0,0,0,0,0,1
0,0,0,0,1,0,1,0,1,1,0,0,0,1,81.55,0,TRUE,24.25,0,0,0,0,0,0,0,1
1,0,1,1,1,0,0,0,1,1,0,1,1,1,75.4,0,TRUE,51.45,0,0,0,0,1,1,0,0
0,0,1,0,1,0,0,0,0,1,0,1,1,1,67.8,0,TRUE,-24.85,0,1,0,0,0,0,1,0
1,1,0,0,1,1,1,0,1,1,1,1,1,1,111.4,0,TRUE,-42.35,0,1,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,0,46.3,0,TRUE,-55.05,0,0,1,0,0,0,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,45,1,TRUE,-7.9,1,0,0,0,0,0,0,1
1,0,1,1,1,0,1,1,1,1,0,0,1,1,96.1,0,TRUE,-125.25,0,0,0,1,0,0,0,1
1,0,0,0,1,0,1,0,1,1,0,1,1,0,99.5,1,TRUE,143.5,0,0,0,0,0,0,0,1
0,1,1,0,1,0,0,0,1,1,1,0,0,1,60.65,0,TRUE,-148.3,0,0,0,1,0,1,0,0
0,0,1,1,1,0,1,0,0,1,1,1,1,0,98.6,1,TRUE,28.75,0,0,1,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,1,1,0,1,59.5,1,TRUE,-0.55,0,1,0,0,0,0,0,0
1,1,1,0,1,0,1,0,0,0,0,0,1,1,80.45,1,FALSE,-15.2,0,1,0,0,0,0,0,1
0,1,1,0,1,1,0,0,1,1,0,0,1,0,71.7,0,TRUE,-8.65,0,0,1,1,0,1,0,0
1,0,0,0,0,0,0,0,1,0,1,0,0,1,36,0,FALSE,24.15,0,0,1,0,0,0,0,0
0,0,1,1,1,1,0,1,0,0,0,1,0,0,65.2,0,TRUE,-139.05,0,0,0,1,0,1,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,1,48.95,0,TRUE,-20.45,1,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,1,1,0,1,1,1,53.5,0,FALSE,40.4,0,0,0,0,1,1,0,0
1,0,1,0,1,1,0,1,0,0,1,1,1,0,80.45,0,TRUE,-3,0,0,0,1,0,0,1,0
0,0,1,1,1,1,1,1,0,1,1,1,1,1,109.05,0,FALSE,93.15,0,0,0,0,1,1,0,0
0,1,0,0,1,1,1,0,1,0,1,1,1,1,106.8,0,FALSE,7.95,0,0,0,1,0,0,0,1
0,1,0,0,1,0,0,0,1,1,0,1,0,1,64.95,0,TRUE,39,0,1,0,0,0,0,0,1
0,0,1,1,1,0,1,0,0,0,0,1,0,1,77.95,1,TRUE,110.1,0,0,0,0,0,0,1,0
1,1,0,0,1,0,1,0,1,0,0,0,0,1,74.7,1,TRUE,16,1,0,0,0,0,0,0,1
0,0,1,0,1,0,1,0,0,0,0,0,0,1,70.35,0,TRUE,-20.45,1,0,0,0,0,0,0,1
1,0,1,0,1,1,1,1,1,1,0,1,0,1,96.9,0,TRUE,-177.75,0,0,0,0,1,1,0,0
0,0,1,1,1,0,0,0,1,1,1,1,1,1,80.4,0,FALSE,89.85,0,0,0,0,1,1,0,0
1,1,0,0,1,1,1,0,0,1,0,1,0,1,88.8,1,TRUE,0,1,0,0,0,0,0,0,1
1,0,1,0,1,1,1,0,1,1,0,1,0,1,94.65,0,TRUE,-41.4,0,0,0,1,0,0,0,1
1,0,0,0,1,0,1,0,0,0,0,1,1,1,90.25,1,TRUE,47.85,0,0,0,0,0,0,0,1
0,0,0,0,1,1,0,1,0,0,0,0,1,1,64.65,1,TRUE,24.8,0,0,1,0,0,1,0,0
1,0,1,1,1,1,1,0,1,1,0,1,0,0,95.75,0,TRUE,-95.5,0,0,0,1,0,0,1,0
1,1,1,1,1,0,1,1,0,1,1,1,1,1,104.1,0,FALSE,-47.5,0,0,0,0,1,0,1,0
1,1,1,0,1,0,1,0,1,0,1,0,1,1,89.05,1,TRUE,11.7,0,0,1,0,0,1,0,0
1,0,1,0,1,1,1,1,0,1,1,1,1,1,111.55,0,TRUE,31.3,0,0,0,1,0,0,0,1
1,0,1,1,1,0,0,1,1,0,1,0,0,0,60.5,0,TRUE,35.95,0,0,0,0,1,0,1,0
0,0,1,0,1,1,0,1,1,1,1,1,1,1,90.95,0,TRUE,-79.8,0,0,0,0,1,1,0,0
1,0,1,1,1,1,1,0,1,1,0,0,0,0,87.4,1,TRUE,63,0,0,0,1,0,0,0,1
1,0,1,0,0,0,0,1,1,0,1,0,1,1,50.95,0,TRUE,108.05,0,0,0,0,1,1,0,0
1,0,0,0,1,1,0,0,0,1,1,0,0,0,59.45,0,FALSE,6.5,0,0,0,0,0,0,0,1
0,1,0,0,1,0,1,0,1,0,0,1,1,1,94.75,1,FALSE,114.35,0,0,1,0,0,0,0,1
1,0,0,0,1,1,0,1,1,1,1,0,1,1,81.5,0,TRUE,-70.25,0,0,0,0,1,0,1,0
0,0,1,1,0,0,0,0,0,0,1,0,0,0,29.05,0,TRUE,-13.35,1,0,0,0,0,1,0,0
0,0,0,0,1,1,1,0,0,0,0,1,0,1,86.45,1,FALSE,3.35,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,1,1,0,1,0,1,0,70.6,0,TRUE,-16.55,0,0,0,1,0,0,0,0
0,0,0,0,1,1,1,0,1,0,0,1,1,1,97.2,0,TRUE,-119.35,0,0,0,0,1,1,0,0
0,0,1,0,1,1,1,0,1,0,0,1,1,1,98.25,1,FALSE,6.35,0,0,0,1,0,0,0,1
0,0,1,0,1,0,1,0,0,1,0,0,0,1,75.75,1,TRUE,-25.85,0,1,0,0,0,1,0,0
1,0,0,0,1,1,0,1,0,0,1,0,0,0,59.2,0,TRUE,7.2,0,0,1,0,0,1,0,0
1,0,0,0,1,0,1,0,1,0,0,0,0,1,75.9,0,TRUE,31.5,0,1,0,0,0,0,0,0
0,1,1,0,1,1,1,0,1,0,0,1,0,1,90.05,0,TRUE,-74.3,0,0,0,0,0,0,0,1
1,0,1,0,1,0,0,1,1,1,0,0,1,0,70.95,0,FALSE,-83.15,0,0,0,0,1,1,0,0
1,1,1,0,1,1,1,0,1,1,0,1,1,1,102.6,0,TRUE,110.4,0,0,0,0,0,0,0,1
0,1,1,0,1,1,1,1,0,1,0,0,0,1,85.35,1,TRUE,12.5,0,0,1,0,0,1,0,0
1,0,0,0,1,1,1,0,1,1,0,1,1,1,106.1,1,TRUE,-10,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,43.8,0,TRUE,0,1,0,0,0,0,0,0,1
1,0,1,1,0,0,0,1,1,1,0,1,1,0,59,0,TRUE,-9.4,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0,0,0,1,0,1,1,1,69.95,0,TRUE,10.6,1,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,29.45,0,FALSE,39.45,0,0,0,1,0,0,1,0
0,0,1,1,1,1,1,0,1,1,0,0,0,1,84.4,0,TRUE,7.55,0,0,0,0,1,0,1,0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,45.05,1,TRUE,4.75,0,0,1,0,0,0,0,1
1,0,1,0,1,1,0,1,1,1,1,1,1,1,87.1,0,TRUE,-41.1,0,0,0,0,1,1,0,0
1,0,1,0,1,0,1,0,0,1,1,0,1,1,90.35,0,FALSE,76.35,0,0,0,0,0,0,0,1
0,0,0,0,1,1,1,1,1,1,0,1,1,1,109.8,1,TRUE,-145.95,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,0,0,0,0,1,0,1,84.65,1,TRUE,-13.95,0,0,0,0,0,0,0,1
0,0,1,1,1,1,0,1,1,0,1,0,0,0,65.5,0,TRUE,-63.2,0,0,0,1,0,0,0,0
1,0,1,1,1,0,1,0,0,0,0,1,0,1,79.5,1,FALSE,-6,0,1,0,0,0,1,0,0
1,1,1,1,1,1,1,1,0,0,0,0,0,1,80.95,0,TRUE,2.1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,1,0,0,1,56.15,0,FALSE,-76.7,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,1,0,85.8,1,TRUE,0,1,0,0,0,0,0,0,0
1,1,0,0,1,0,1,0,0,0,0,1,0,1,79.1,1,TRUE,0,1,0,0,0,0,0,0,1
1,0,1,0,0,0,0,1,0,1,0,0,0,0,34.4,0,TRUE,7.95,0,0,1,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,44.3,1,FALSE,1.6,1,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,1,0,0,0,0,90.8,0,FALSE,108.8,0,0,0,0,0,0,0,1
1,0,1,1,1,1,1,1,0,1,0,1,1,0,105.95,1,TRUE,44.3,0,0,0,0,0,0,1,0
1,0,1,1,1,1,0,0,1,0,1,0,1,0,70.8,0,TRUE,45.55,0,0,0,0,1,0,1,0
0,1,1,0,1,1,1,0,1,1,0,1,1,1,108.8,0,TRUE,10.45,0,0,0,0,0,1,0,0
1,0,0,0,1,0,1,0,0,0,0,0,0,1,69.75,1,TRUE,-24.15,1,0,0,0,0,0,0,1
1,0,1,0,1,1,1,0,0,0,0,1,1,1,94.65,1,TRUE,-14.4,0,0,0,0,0,0,0,1
0,0,0,0,1,1,1,0,0,0,0,1,1,0,96.05,1,FALSE,-18.8,0,0,0,0,0,1,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,1,76.85,0,TRUE,-28.1,0,1,0,0,0,0,0,1
0,0,0,0,1,1,1,1,1,1,1,1,1,1,115.65,0,TRUE,-78.75,0,0,0,0,0,0,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,74.6,0,FALSE,-47.9,0,1,0,0,0,0,1,0
1,1,0,1,1,0,0,0,0,1,0,0,0,1,50.15,1,TRUE,0,1,0,0,0,0,0,0,0
1,0,1,1,1,0,1,1,1,1,0,1,1,1,103.15,0,FALSE,223.4,0,0,0,1,0,1,0,0
1,0,1,1,1,1,0,1,1,1,1,0,0,0,72.1,0,TRUE,-174.55,0,0,0,0,1,0,1,0
0,0,1,0,1,1,1,1,1,1,1,1,1,1,113.6,1,TRUE,-62.65,0,0,0,0,0,1,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,1,78.9,1,TRUE,96.05,0,0,0,0,0,0,0,1
0,0,0,0,1,1,1,1,0,0,0,0,0,1,80.15,0,TRUE,-0.75,1,0,0,0,0,0,0,1
0,1,1,0,1,1,1,1,1,1,1,0,1,1,105.4,0,TRUE,-26.2,0,0,0,1,0,0,1,0
1,1,0,1,1,0,0,0,0,0,0,0,0,1,45.75,0,TRUE,23.95,0,1,0,0,0,0,0,0
1,0,1,0,1,1,0,1,1,1,0,1,1,1,85.25,0,TRUE,-54.9,0,0,0,0,1,0,0,1
0,0,0,1,1,1,0,0,0,0,0,0,0,0,50.15,0,TRUE,-99.9,0,0,0,0,0,0,0,0
1,1,1,0,1,0,1,0,0,0,0,0,0,1,70.55,0,TRUE,39.05,0,0,0,0,0,0,0,1
0,0,1,1,1,1,0,0,1,0,1,0,0,1,60.05,1,FALSE,54.85,0,0,0,0,0,0,0,1
1,0,1,1,0,0,0,1,1,1,0,1,1,0,58.85,0,TRUE,53.75,0,1,0,0,0,0,0,0
1,0,1,1,1,1,1,1,1,0,0,1,0,1,97.55,0,TRUE,-159.45,0,0,0,0,0,0,1,0
1,0,1,1,0,0,0,0,0,0,0,0,0,1,25.25,0,TRUE,-37,0,0,0,1,0,0,1,0
1,0,1,0,1,1,1,1,1,1,1,1,1,0,114.45,0,TRUE,134.65,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,34.7,1,TRUE,0,1,0,0,0,0,0,0,1
1,0,1,1,1,1,0,0,1,0,1,1,0,1,70.7,0,TRUE,-47.8,0,0,0,1,0,0,0,1
1,0,0,0,1,1,1,0,0,0,0,0,1,1,85.3,1,TRUE,8.9,1,0,0,0,0,0,0,1
0,0,1,1,1,0,0,1,1,1,1,1,0,0,75.55,0,FALSE,-51.8,0,0,0,0,1,0,1,0
1,0,1,1,1,1,1,0,1,0,1,0,0,1,84.8,0,TRUE,131.6,0,0,0,0,1,0,0,1
0,0,1,1,1,1,1,0,1,1,0,1,1,1,102.45,1,FALSE,-146.55,0,0,0,1,0,0,1,0
0,0,1,0,1,1,1,1,0,1,0,1,1,1,104.4,1,TRUE,7.85,0,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0,1,0,1,0,0,1,35.65,0,FALSE,32.95,0,1,0,0,0,0,0,1
1,0,0,1,1,1,1,0,0,1,0,1,1,1,99.75,1,TRUE,0,1,0,0,0,0,0,0,1
0,1,1,0,1,1,1,0,1,1,1,0,0,0,90.45,0,TRUE,70.05,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,0,1,1,1,1,0,1,97.65,0,TRUE,5.7,0,0,0,0,1,0,1,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,73.85,0,TRUE,-25.15,1,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,1,1,1,1,1,74.4,1,TRUE,2.1,1,0,0,0,0,0,0,1
1,1,0,0,1,1,0,0,0,1,1,1,0,1,69.1,0,TRUE,20.9,0,0,0,0,1,0,1,0
0,0,0,0,1,1,1,0,0,1,1,0,0,1,82.75,0,TRUE,4,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,0,0,0,1,55.25,0,TRUE,17.95,0,0,0,1,0,0,0,1
1,0,1,0,1,1,0,0,1,0,1,0,0,0,61.35,0,TRUE,-20.65,0,0,0,0,0,1,0,0
1,0,0,0,1,1,0,1,1,1,0,0,1,0,76.75,0,TRUE,14.25,0,0,0,1,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,1,1,54.75,0,TRUE,0.05,0,1,0,0,0,0,1,0
1,0,0,0,1,0,1,0,1,1,1,1,1,1,107.95,0,TRUE,-5.25,1,0,0,0,0,0,0,1
0,1,0,0,1,0,1,0,1,0,0,1,0,1,83.8,0,TRUE,-3.9,1,0,0,0,0,1,0,0
0,0,0,0,1,0,1,1,0,0,0,0,0,1,74.25,1,FALSE,-28.6,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,1,0,1,1,1,56.4,0,TRUE,52.1,0,0,0,1,0,0,1,0
0,0,1,0,1,1,1,0,0,0,0,1,1,0,94.9,0,TRUE,-11.5,1,0,0,0,0,0,0,1
0,1,0,0,1,1,1,0,0,0,0,1,1,1,94.2,0,TRUE,6.75,0,0,1,0,0,0,0,1
1,0,1,0,1,1,0,0,0,0,0,0,0,0,49.9,0,TRUE,-55.05,0,0,0,0,0,0,0,1
1,0,0,0,1,1,0,0,1,0,1,1,0,1,71.05,0,FALSE,-34.4,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,1,0,1,1,1,1,0,81.65,0,TRUE,-55.55,0,0,0,0,1,1,0,0
1,0,1,0,1,1,1,1,1,1,0,0,0,0,89.45,0,TRUE,-32.15,0,0,0,1,0,1,0,0
1,0,0,0,1,1,0,0,0,0,0,1,0,1,59.85,1,TRUE,0,1,0,0,0,0,0,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,1,69.6,1,TRUE,0,1,0,0,0,0,0,0,1
1,1,1,1,1,1,1,0,1,0,0,1,1,0,99,0,FALSE,-69.7,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,1,1,45.4,1,TRUE,10.2,0,1,0,0,0,0,0,1
1,0,1,1,1,1,1,1,1,1,1,1,1,0,114.45,0,TRUE,-139.85,0,0,0,0,1,1,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,44.25,0,TRUE,3.7,0,1,0,0,0,0,0,0
0,0,1,0,1,1,1,0,1,1,1,0,0,1,90.55,0,TRUE,154.65,0,0,0,1,0,1,0,0
1,0,0,0,1,0,1,0,0,0,0,0,0,1,69.9,1,TRUE,0,1,0,0,0,0,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1,1,71.4,0,FALSE,69.7,0,0,1,0,0,1,0,0
0,0,0,0,1,0,1,0,1,0,0,1,0,1,87.15,1,TRUE,9.45,1,0,0,0,0,1,0,0
0,0,1,0,1,0,1,1,1,1,0,1,1,1,104.45,0,TRUE,-120.4,0,0,0,1,0,1,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,116.45,0,FALSE,-370.85,0,0,0,0,1,1,0,0
0,0,1,1,1,1,1,0,0,0,0,0,1,1,84.75,1,TRUE,10.6,1,0,0,0,0,1,0,0
1,1,0,0,1,1,1,0,1,1,1,1,1,1,110.75,0,TRUE,73,0,0,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,1,1,0,1,1,89.7,0,FALSE,-180.5,0,0,0,0,1,1,0,0
1,0,0,0,1,1,1,0,0,0,1,1,0,1,89.95,1,TRUE,-80.9,0,0,1,0,0,0,0,1
1,0,1,0,1,0,0,1,0,0,0,0,0,0,48.7,0,FALSE,106.85,0,0,0,1,0,0,1,0
0,1,1,0,1,1,1,1,1,1,1,0,0,1,96.6,0,TRUE,-127.7,0,0,0,0,1,1,0,0
1,0,0,0,1,0,0,1,1,0,0,1,1,1,74.3,0,TRUE,91.45,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,1,0,1,0,0,1,54.3,0,TRUE,2.9,0,1,0,0,0,0,0,1
0,1,0,0,1,0,0,0,0,1,1,1,1,0,74.85,0,TRUE,-25.35,0,0,0,1,0,1,0,0
1,0,1,1,1,0,1,0,1,0,1,0,0,1,79.95,0,TRUE,44.75,0,0,0,0,1,1,0,0
1,0,1,1,1,1,0,0,0,1,0,0,0,0,54.9,0,FALSE,-130.9,0,0,0,1,0,1,0,0
1,0,1,1,1,1,1,0,1,0,0,1,0,1,89.65,0,FALSE,23.85,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,45.4,0,TRUE,-9.85,1,0,0,0,0,0,0,1
1,0,1,1,1,1,0,1,0,1,1,0,1,0,75.7,0,TRUE,-92.4,0,0,0,0,1,0,0,0
0,0,1,0,1,1,1,1,1,1,0,1,1,1,110.65,0,TRUE,108.95,0,0,0,1,0,0,1,0
0,0,1,0,1,1,1,1,1,1,1,1,1,1,115.15,0,FALSE,-97.55,0,0,0,0,1,0,1,0
0,0,0,0,1,0,0,0,0,1,0,0,1,0,58.55,0,FALSE,-185.15,0,0,0,1,0,0,1,0
1,0,1,0,1,1,1,0,1,1,0,0,1,1,93.25,0,FALSE,48.7,0,0,0,0,0,1,0,0
0,1,0,0,1,1,1,1,1,1,0,1,1,1,113.2,1,FALSE,48.3,0,0,0,0,0,0,0,1
1,1,0,0,1,0,1,0,0,0,0,1,1,1,90.5,1,TRUE,24.65,0,0,1,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,0,1,0,0,79,1,TRUE,-14.35,1,0,0,0,0,0,0,1
1,0,1,1,1,0,0,1,0,0,0,0,0,1,48.75,0,TRUE,0,1,0,0,0,0,0,0,0
1,1,0,0,1,1,1,1,0,1,1,1,1,1,109.05,0,TRUE,19.95,0,0,0,0,1,0,0,1
0,0,0,0,1,1,0,0,0,0,1,0,0,1,54.9,0,TRUE,-32.05,0,0,0,0,0,0,1,0
0,0,0,0,1,0,1,1,1,0,0,1,0,1,91.15,0,FALSE,-13.8,1,0,0,0,0,0,0,1
1,1,1,0,1,1,1,0,1,1,0,1,1,1,104.35,0,TRUE,78.45,0,0,0,1,0,0,0,1
0,1,0,0,1,1,0,0,0,0,1,0,1,1,66.05,0,FALSE,-64.9,0,0,0,0,0,0,0,1
1,0,0,1,1,0,1,0,0,0,0,0,0,1,71.65,1,TRUE,0,1,0,0,0,0,0,0,1
1,0,1,1,1,1,0,1,1,1,1,1,1,1,92.2,0,TRUE,123.25,0,0,0,0,1,0,1,0
0,0,0,0,1,0,1,0,1,1,1,0,0,1,84.25,1,FALSE,63,0,0,0,0,0,0,1,0
0,1,1,0,1,1,1,1,0,1,0,1,1,1,105.2,0,TRUE,180.75,0,0,0,1,0,1,0,0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30.4,0,TRUE,-20.25,0,0,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,78.1,1,TRUE,10.1,0,1,0,0,0,1,0,0
0,0,1,0,1,0,0,1,1,1,0,0,0,1,61.5,0,TRUE,16.2,0,0,0,1,0,0,0,0
1,0,1,1,1,1,0,1,1,0,0,1,0,1,69.4,0,FALSE,143.5,0,0,0,0,0,1,0,0
0,0,1,1,1,1,0,1,1,1,1,1,1,0,91.05,0,FALSE,-170.8,0,0,0,0,1,0,0,0
0,0,1,0,1,1,1,0,0,1,0,0,1,0,89.65,1,TRUE,57.7,0,0,1,0,0,0,0,0
0,0,1,0,1,1,0,0,0,0,1,1,1,1,73.65,0,FALSE,-51.2,0,0,1,0,0,0,1,0
0,0,0,0,1,1,1,1,0,0,0,1,1,1,98.7,1,TRUE,-13.75,0,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,43.85,0,TRUE,0,1,0,0,0,0,1,0,0
1,0,0,0,1,0,1,0,0,0,0,0,0,1,69.7,0,TRUE,-43,0,0,1,0,0,0,0,0
1,0,1,1,0,0,0,1,1,1,0,0,0,0,38.55,0,FALSE,10.15,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,1,1,1,1,0,1,1,53.1,0,FALSE,-10.35,0,0,0,0,1,0,0,0
1,0,1,1,1,1,0,1,1,1,0,0,0,0,64.45,0,TRUE,79.6,0,0,0,0,1,0,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,76.35,1,TRUE,0,1,0,0,0,0,0,0,1
0,0,0,0,1,1,1,0,1,0,0,0,0,1,79.15,1,TRUE,-143.5,0,0,1,0,0,0,0,1
1,1,1,0,1,1,1,0,0,0,0,0,1,1,85,1,TRUE,-77.95,0,0,0,0,0,0,0,1
0,0,1,1,1,1,1,1,1,1,1,0,0,1,95.15,0,FALSE,15.2,0,0,0,1,0,0,1,0
0,1,0,0,1,1,1,0,0,1,0,0,0,1,79.35,0,TRUE,10.25,0,0,1,0,0,0,0,0
1,0,1,0,1,0,1,0,0,1,0,1,1,1,96.65,0,TRUE,-54.8,0,0,1,1,0,1,0,0
1,0,0,0,1,0,0,0,0,1,1,1,1,1,75.5,0,FALSE,0,1,0,0,0,0,0,0,1
